,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
676,Emerson,Palmieri dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
677,Maximilian,Kilman,0,0,9,450,13,18.1,99.8,14.0,0,20,13.1,1,0,2,0.2,44,DEF,2.0
678,Konstantinos,Mavropanos,0,0,12,270,5,1.6,68.6,39.0,0,37,10.9,1,0,0,0.1,44,DEF,2.7
679,Nayef,Aguerd,0,0,3,180,8,3.9,39.0,8.0,0,-1,5.1,0,0,0,0.1,44,DEF,0.7
680,Ollie,Scarles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
681,Jean-Clair,Todibo,0,0,1,126,5,3.4,25.2,0.0,0,0,2.9,0,0,0,0.1,44,DEF,0.2
682,Aaron,Wan-Bissaka,0,0,1,180,8,44.5,34.8,8.0,0,1,8.8,0,0,0,9.5,43,DEF,0.2
683,Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
684,Lucas,Tolentino Coelho de Lima,2,0,24,427,13,109.0,133.6,75.0,2,84,31.9,1,0,1,3.6,59,MID,4.1
685,Tomáš,Souček,0,0,4,231,10,3.7,38.0,58.0,0,24,10.1,1,1,0,0.3,57,MID,0.7
686,James,Ward-Prowse,0,0,11,414,11,176.3,56.6,6.0,0,82,23.9,1,0,0,0.3,58,MID,1.9
687,Crysencio,Summerville,0,2,11,145,4,25.0,33.4,10.0,0,38,6.8,0,0,0,0.1,55,MID,2.0
688,Edson,Álvarez Velázquez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
689,Maxwel,Cornet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
690,Guido,Rodríguez,0,0,2,70,1,2.3,2.2,2.0,0,11,0.7,0,0,0,0.0,49,MID,0.4
691,Luis Guilherme,Lira dos Santos,0,0,2,41,1,0.0,1.4,4.0,0,3,0.3,0,0,0,0.0,49,MID,0.4
692,George,Earthy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
693,Andy,Irving,0,0,3,24,1,17.2,14.8,0.0,0,14,3.2,0,0,0,0.3,44,MID,0.7
694,Lewis,Orford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
695,Freddie,Potts,0,0,1,45,2,2.2,6.2,2.0,0,2,1.0,0,0,0,0.7,44,MID,0.2
696,Jarrod,Bowen,2,0,24,450,13,83.9,123.8,135.0,6,112,34.3,1,0,0,6.4,77,FWD,3.1
697,Niclas,Füllkrug,0,0,6,229,7,36.9,8.0,69.0,0,9,11.3,1,0,0,1.1,57,FWD,1.1
698,Callum,Marshall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,44,FWD,0.0
699,Kyle,Walker-Peters,0,0,9,290,5,22.5,45.8,32.0,0,48,10.0,1,0,0,0.3,44,DEF,2.0
700,Callum,Wilson,1,0,11,170,5,13.5,50.8,82.0,2,42,14.3,0,0,0,0.4,59,FWD,1.9
701,Mads,Hermansen,0,0,9,360,11,0.0,84.8,0.0,0,27,8.5,1,0,0,0.3,45,GK,2.0
702,Mateus Gonçalo,Espanha Fernandes,0,0,7,218,4,59.5,26.0,8.0,0,36,9.3,1,0,0,0.0,55,MID,1.3
703,Soungoutou,Magassa,0,0,2,41,1,1.7,9.6,0.0,0,8,1.1,0,0,0,0.0,50,MID,0.4
704,Lukasz,Fabianski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK,0.0
705,Sam,Johnstone,0,0,3,90,1,0.0,31.2,0.0,0,17,3.1,0,0,0,0.1,45,GK,0.7
706,José,Malheiro de Sá,0,0,5,360,11,10.0,44.0,0.0,0,7,5.5,0,0,0,1.5,45,GK,1.1
707,Daniel,Bentley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,GK,0.0
708,Emmanuel,Agbadou,0,0,12,450,12,38.6,141.0,39.0,0,40,21.9,0,0,0,0.4,45,DEF,2.7
709,Matt,Doherty,0,0,0,180,5,7.7,29.0,0.0,0,4,3.7,0,0,2,0.1,44,DEF,0.0
710,Hugo,Bueno López,0,0,7,272,5,132.6,81.6,33.0,0,32,24.8,0,0,1,0.1,44,DEF,1.6
711,Yerson,Mosquera Valdelamar,0,0,3,136,4,0.5,19.2,21.0,0,9,4.1,0,0,0,0.1,44,DEF,0.7
712,Rodrigo,Martins Gomes,1,0,10,165,5,19.8,51.8,64.0,0,20,13.6,0,0,0,0.1,45,DEF,2.2
713,Santiago,Ignacio Bueno,0,0,4,124,3,19.4,33.8,2.0,0,10,5.5,0,0,0,0.0,44,DEF,0.9
714,Toti,Gomes,0,0,4,389,12,26.5,74.6,27.0,0,16,12.8,0,1,0,0.1,44,DEF,0.9
715,Ki-Jana,Hoever,0,0,2,106,4,34.2,22.8,2.0,0,1,5.9,0,0,0,1.2,40,DEF,0.5
716,Bastien,Meupiyou Menadjou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
717,Pedro,Cardoso de Lima,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,DEF,0.0
718,Alfie,Pond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,DEF,0.0
719,Hwang,Hee-chan,1,0,11,171,4,11.7,38.8,45.0,0,36,9.5,0,0,0,0.2,59,MID,1.9
720,André,Trindade da Costa Neto,0,0,9,262,7,12.5,30.6,2.0,0,50,4.5,0,0,1,0.1,54,MID,1.7
721,Jean-Ricner,Bellegarde,0,0,6,212,7,53.6,18.2,20.0,0,23,9.1,0,0,0,0.1,54,MID,1.1
722,Fer,López González,0,1,6,102,4,50.7,27.0,25.0,0,23,10.2,0,0,1,0.0,54,MID,1.1
723,João Victor,Gomes da Silva,0,0,12,450,12,62.6,71.4,21.0,0,80,15.6,0,0,2,0.1,54,MID,2.2
724,Gonçalo Manuel,Ganchinho Guedes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
725,Marshall,Munetsi,0,1,10,339,8,36.7,40.0,53.0,0,36,12.8,0,0,1,0.0,55,MID,1.8
726,Boubacar,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
727,Tawanda,Chirewa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,MID,0.0
728,Tom,Edozie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,MID,0.0
729,Enso,González Medina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,44,MID,0.0
730,Joe,Hodge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
731,Jørgen,Strand Larsen,0,0,5,203,5,7.7,14.2,78.0,0,14,9.7,0,0,0,1.5,64,FWD,0.8
732,Fábio,Soares Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD,0.0
733,Saša,Kalajdžić,0,0,1,14,0,4.3,1.0,2.0,0,1,0.7,0,0,0,0.1,49,FWD,0.2
734,Leon,Chiwome,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
735,Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.3,44,FWD,0.0
736,Jhon,Arias,0,0,6,177,5,48.5,30.2,36.0,0,25,11.4,0,0,0,0.3,52,MID,1.2
737,David,Møller Wolfe,0,1,6,131,4,16.1,30.6,4.0,0,16,5.1,0,0,0,0.1,45,DEF,1.3
738,Jackson,Tchatchoua,0,0,4,220,6,55.1,41.8,14.0,0,13,11.0,0,0,0,0.0,45,DEF,0.9
739,Ladislav,Krejcí,1,0,8,180,4,29.2,57.6,17.0,0,16,10.4,0,0,1,0.0,45,DEF,1.8
740,Tolu,Arokodare,0,0,4,155,4,14.8,9.4,51.0,0,15,7.5,0,0,0,0.1,55,FWD,0.7
