,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
454,Rico,Lewis,0,1,13,160,3,28.2,46.4,13.0,2,44,8.7,1,0,0,2.6,50,DEF,2.6
455,Nico,O'Reilly,0,0,13,218,1,9.0,42.8,3.0,0,41,5.4,2,0,1,0.3,49,DEF,2.7
456,Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
457,Omar,Marmoush,0,1,9,148,3,36.1,38.2,58.0,2,37,13.3,0,0,0,3.3,83,MID,1.1
458,Phil,Foden,1,0,16,172,0,32.6,52.2,35.0,2,55,12.0,2,0,0,3.7,80,MID,2.0
459,Sávio,Moreira de Oliveira,0,0,2,16,1,1.3,5.2,33.0,0,7,3.9,0,0,0,0.4,69,MID,0.3
460,Bernardo,Mota Veiga de Carvalho e Silva,0,1,13,349,2,116.2,61.2,20.0,0,61,19.7,2,0,1,0.6,64,MID,2.0
461,Rayan,Cherki,1,0,7,70,2,28.3,50.2,15.0,0,32,9.4,0,0,0,2.5,63,MID,1.1
462,Jérémy,Doku,0,2,18,281,1,112.4,61.4,35.0,1,54,20.8,3,0,0,3.0,64,MID,2.8
463,İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID,0.0
464,Rodrigo 'Rodri',Hernandez Cascante,0,0,10,270,3,37.8,47.4,19.0,0,51,10.4,1,0,0,0.7,64,MID,1.6
465,Mateo,Kovačić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,MID,0.0
466,Nico,González Iglesias,0,0,6,192,3,12.9,46.2,6.0,0,49,6.4,1,0,1,0.1,60,MID,1.0
467,Oscar,Bobb,0,1,11,257,4,76.8,42.6,42.0,0,47,16.2,1,0,0,0.4,55,MID,2.0
468,Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
469,Tijjani,Reijnders,1,2,26,450,5,102.2,106.2,75.0,2,95,28.4,2,0,1,32.1,56,MID,4.6
470,Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
471,Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,MID,0.0
472,Erling,Haaland,6,0,46,413,4,30.9,204.0,286.0,12,179,52.2,3,0,0,43.9,143,FWD,3.2
473,Gianluigi,Donnarumma,0,0,7,180,1,0.0,30.0,0.0,0,33,3.0,1,0,1,6.0,56,GK,1.2
474,Divine,Mukasa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
475,Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
476,Bryan,Mbeumo,1,0,19,429,7,170.1,70.0,170.0,3,72,41.0,1,0,0,15.2,81,MID,2.3
477,Altay,Bayındır,0,0,9,450,8,10.0,74.0,0.0,0,38,8.4,0,0,0,0.4,50,GK,1.8
478,André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,GK,0.0
479,Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
480,Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,GK,0.0
481,Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
482,Matthijs,de Ligt,0,0,15,450,8,40.5,114.4,31.0,3,70,18.5,0,0,0,2.8,50,DEF,3.0
483,Lisandro,Martínez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,DEF,0.0
484,Noussair,Mazraoui,0,0,9,130,2,14.2,31.2,4.0,1,40,4.9,1,0,0,0.3,49,DEF,1.8
485,Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,DEF,0.0
486,Diogo,Dalot Teixeira,0,1,6,182,4,52.0,43.6,18.0,0,18,11.3,0,0,0,1.0,44,DEF,1.4
487,Patrick,Dorgu,0,1,9,360,6,83.0,70.2,52.0,0,37,20.5,0,0,1,5.3,45,DEF,2.0
488,Harry,Maguire,0,1,14,110,1,11.6,24.6,10.0,2,34,4.6,1,0,0,0.7,44,DEF,3.2
489,Luke,Shaw,0,0,8,435,8,25.0,56.6,5.0,0,29,8.6,0,0,0,0.3,45,DEF,1.8
490,Leny,Yoro,0,1,13,341,7,19.3,41.6,15.0,1,30,7.5,0,0,0,2.2,45,DEF,2.9
491,Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
492,Tyler,Fredricson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
493,Ayden,Heaven,0,0,1,3,0,0.0,2.0,0.0,0,3,0.2,0,0,0,1.2,39,DEF,0.3
494,Tyrell,Malacia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF,0.0
495,Bruno,Borges Fernandes,2,0,26,446,8,219.8,164.0,96.0,5,123,48.1,0,0,1,19.6,90,MID,2.9
496,Matheus,Santos Carneiro da Cunha,0,0,6,236,3,47.6,37.4,83.0,0,35,16.9,0,0,0,4.4,80,MID,0.8
497,Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID,0.0
498,Amad,Diallo,0,1,11,356,6,77.9,59.8,95.0,0,68,23.3,0,0,0,1.6,63,MID,1.7
499,Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
500,Mason,Mount,0,0,7,198,2,69.0,19.0,31.0,0,28,11.9,1,0,0,0.2,59,MID,1.2
501,Carlos Henrique,Casimiro,1,1,11,246,4,33.6,53.6,50.0,0,54,13.7,0,1,1,0.2,55,MID,2.0
502,Kobbie,Mainoo,0,0,3,76,3,39.5,16.0,3.0,0,15,5.8,0,0,0,0.5,48,MID,0.6
503,Manuel,Ugarte Ribeiro,0,0,7,170,5,21.5,27.8,2.0,0,30,5.1,0,0,0,0.1,49,MID,1.4
504,Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
505,Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
506,Jack,Fletcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
507,Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
508,Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
509,Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD,0.0
510,Joshua,Zirkzee,0,0,2,69,2,15.7,8.4,54.0,0,2,7.9,0,0,0,0.4,59,FWD,0.3
511,Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,44,FWD,0.0
512,Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
513,Benjamin,Sesko,0,0,6,204,4,32.0,1.6,31.0,0,10,5.9,0,0,0,4.6,73,FWD,0.8
514,Senne,Lammens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,GK,0.0
515,Jacob,Ramsey,0,0,2,59,1,41.8,13.4,7.0,0,13,6.2,0,0,0,0.3,53,MID,0.4
516,Yoane,Wissa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,74,FWD,0.0
517,Nick,Pope,0,1,32,450,3,0.0,88.4,0.0,3,115,8.8,4,0,1,6.4,50,GK,6.4
518,Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
519,Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
520,Lewis,Hall,0,0,9,133,1,4.0,27.4,7.0,1,31,3.9,1,0,0,1.3,54,DEF,1.7
521,Fabian,Schär,0,0,23,350,2,25.0,80.0,15.0,0,82,12.1,3,0,0,2.4,55,DEF,4.2
522,Sven,Botman,0,0,17,158,0,0.6,44.6,0.0,4,60,4.5,2,0,0,0.5,49,DEF,3.5
523,Dan,Burn,0,0,32,450,3,18.5,92.2,25.0,2,103,13.6,4,0,1,5.8,50,DEF,6.4
524,Tino,Livramento,0,1,31,450,3,55.2,68.2,16.0,3,114,13.9,4,0,0,9.6,51,DEF,6.1
525,Kieran,Trippier,0,0,21,316,2,129.5,36.8,4.0,2,77,16.9,3,0,0,2.5,50,DEF,4.2
526,Emil,Krafth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF,0.0
527,Jamaal,Lascelles,0,0,1,6,0,0.0,3.0,0.0,0,4,0.3,0,0,0,0.1,44,DEF,0.2
528,Alex,Murphy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,DEF,0.0
529,Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
530,Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
531,Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,DEF,0.0
532,Anthony,Gordon,0,0,1,137,3,24.2,5.4,86.0,0,-2,11.3,1,1,0,1.0,74,MID,0.1
533,Anthony,Elanga,0,0,8,233,3,47.5,22.6,39.0,0,29,10.9,1,0,0,6.0,69,MID,1.2
534,Harvey,Barnes,0,0,10,293,2,78.5,20.2,49.0,0,32,14.6,2,0,0,0.7,65,MID,1.5
535,Bruno,Guimarães Rodriguez Moura,1,0,14,360,3,72.8,59.4,25.0,0,56,15.7,3,0,2,2.2,65,MID,2.2
536,Jacob,Murphy,0,1,13,224,0,27.7,37.2,102.0,0,34,16.6,3,0,0,1.1,63,MID,2.1
537,Joelinton Cássio,Apolinário de Lira,0,0,7,221,2,21.2,14.2,21.0,0,25,5.7,2,0,1,0.3,59,MID,1.2
538,Sandro,Tonali,0,0,14,425,2,104.1,54.8,48.0,0,81,20.7,4,0,0,1.3,54,MID,2.6
539,Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
540,Joe,Willock,0,0,4,86,0,2.2,10.6,6.0,0,16,1.8,1,0,0,0.1,50,MID,0.8
541,Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
542,Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
543,Lewis,Miley,0,0,6,166,1,27.2,20.8,6.0,0,29,5.5,1,0,0,2.0,44,MID,1.4
544,Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
545,William,Osula,1,0,10,136,1,13.5,37.0,31.0,0,38,7.9,1,0,0,0.4,55,FWD,1.8
546,Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD,0.0
547,Aaron,Ramsdale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,49,GK,0.0
548,Malick,Thiaw,0,0,8,92,1,1.4,26.2,0.0,0,21,2.8,1,0,1,0.1,49,DEF,1.6
549,Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,MID,0.0
550,Nick,Woltemade,1,0,11,147,0,17.2,38.0,54.0,3,41,11.0,2,0,0,3.3,71,FWD,1.5
551,Oleksandr,Zinchenko,0,0,2,90,1,18.0,29.6,15.0,0,19,6.3,0,0,0,0.3,49,DEF,0.4
552,James,McAtee,0,0,3,67,4,35.7,9.6,4.0,0,13,5.0,0,0,0,0.1,54,MID,0.6
553,Matz,Sels,0,0,10,450,9,0.0,123.8,0.0,0,45,12.5,0,0,1,13.4,50,GK,2.0
554,Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
555,Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
556,Nikola,Milenković,0,0,8,450,9,18.3,73.0,10.0,0,34,10.2,0,0,0,7.0,55,DEF,1.5
557,Murillo,Costa dos Santos,0,0,7,306,6,11.9,54.0,0.0,0,23,6.6,0,0,1,3.6,54,DEF,1.3
558,Ola,Aina,0,0,6,270,5,33.3,53.8,11.0,0,20,9.8,0,0,1,5.3,49,DEF,1.2
559,Neco,Williams,1,0,14,450,9,47.1,103.6,60.0,2,53,21.1,0,0,2,6.5,50,DEF,2.8
560,David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
561,Jair,Paula da Cunha Filho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
562,Felipe,Rodrigues da Silva,0,0,2,180,4,2.7,29.6,0.0,0,7,3.2,0,0,1,0.1,44,DEF,0.5
563,Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
564,Zach,Abbott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
565,Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,39,DEF,0.0
566,Morgan,Gibbs-White,0,1,13,416,8,119.0,51.4,81.0,0,63,24.9,0,0,0,4.9,75,MID,1.7
567,Callum,Hudson-Odoi,1,0,16,339,6,105.5,62.8,62.0,3,65,23.1,0,0,0,1.5,60,MID,2.7
568,Elliot,Anderson,0,1,18,450,9,136.5,122.0,39.0,1,102,29.8,0,0,0,4.9,55,MID,3.3
569,João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.1,54,MID,0.2
570,Nicolás,Domínguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
571,Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
572,Ibrahim,Sangaré,0,0,11,351,6,19.0,33.2,2.0,0,53,5.5,0,0,0,0.1,50,MID,2.2
573,Ryan,Yates,0,0,3,25,1,4.0,7.2,2.0,0,11,1.2,0,0,0,0.1,48,MID,0.6
574,Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
575,Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
576,Chris,Wood,2,0,20,370,5,46.3,75.6,133.0,3,76,25.1,1,0,0,19.5,76,FWD,2.6
577,Igor Jesus,Maciel da Cruz,0,0,4,45,3,12.7,7.2,25.0,0,13,4.3,0,0,0,0.5,58,FWD,0.7
578,Taiwo,Awoniyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,53,FWD,0.0
579,Dan,Ndoye,1,1,21,370,6,75.0,84.6,55.0,4,75,21.5,0,0,0,3.1,61,MID,3.4
580,Angus,Gunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.7,40,GK,0.0
581,Omari,Hutchinson,0,0,2,9,1,0.9,0.2,8.0,0,1,0.6,0,0,0,0.0,55,MID,0.4
582,Arnaud,Kalimuendo,0,0,4,64,2,16.1,2.8,22.0,0,8,4.1,0,0,0,0.1,60,FWD,0.7
583,Douglas Luiz,Soares de Paulo,0,1,5,75,1,18.1,4.4,8.0,0,23,3.1,0,0,0,0.1,50,MID,1.0
584,John Victor,Maciel Furtado,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
585,Nicolò,Savona,0,0,0,53,2,11.1,11.0,4.0,0,4,2.6,0,0,0,0.0,45,DEF,0.0
586,Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
587,Dilane,Bakwa,0,0,2,88,2,15.2,13.6,28.0,0,11,5.7,0,0,0,0.0,60,MID,0.3
588,Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,GK,0.0
589,Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
590,Blondy,Nna Noukeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
591,Daniel,Ballard,1,0,19,151,1,20.9,87.4,67.0,3,63,17.6,1,0,0,2.6,46,DEF,4.1
592,Trai,Hume,0,0,19,450,4,72.0,83.8,10.0,0,79,16.6,2,0,0,0.3,45,DEF,4.2
593,Aji,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
594,Joe,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF,0.0
595,Dennis,Cirkin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
596,Leo Fuhr,Hjelde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
597,Niall,Huggins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
598,Zak,Johnson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
599,Luke,O'Nien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
600,Timothée,Pembélé,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF,0.0
601,Reinildo,Mandava,0,0,14,392,4,18.3,74.2,6.0,0,66,9.9,2,1,1,7.3,40,DEF,3.5
602,Jenson,Seelt,0,0,2,133,2,2.4,33.6,0.0,0,11,3.6,0,0,0,0.2,40,DEF,0.5
603,Simon,Adingra,0,1,11,230,2,59.7,20.4,6.0,0,30,8.6,2,0,1,0.9,54,MID,2.0
604,Habib,Diarra,0,1,12,345,2,31.0,10.6,45.0,0,23,8.0,2,0,1,0.1,55,MID,2.2
605,Patrick,Roberts,0,0,1,27,1,7.3,1.8,5.0,0,4,1.4,0,0,0,0.0,54,MID,0.2
606,Milan,Aleksić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
607,Enzo,Le Fée,1,0,15,211,3,41.4,79.2,21.0,2,55,14.2,0,0,0,0.4,49,MID,3.1
608,Romaine,Mundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
609,Dan,Neil,0,0,1,1,0,0.0,1.0,0.0,0,4,0.1,0,0,0,0.0,49,MID,0.2
610,Ian,Poveda-Ocampo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
611,Chris,Rigg,0,0,3,38,0,12.1,1.4,4.0,0,11,1.8,0,0,0,0.0,48,MID,0.6
612,Noah,Sadiki,0,0,11,443,4,61.0,45.8,10.0,0,49,11.8,2,0,1,0.0,50,MID,2.2
613,Chemsdine,Talbi,0,1,16,385,2,74.2,37.8,33.0,0,43,14.5,3,0,0,0.3,50,MID,3.2
614,Abdoullah,Ba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
615,Alan,Browne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
616,Pierre,Ekwah Elimby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
617,Harrison,Jones,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
618,Jay,Matete,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
619,Nectarios,Triantis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
620,Wilson,Isidor,3,0,25,235,3,2.3,107.4,118.0,6,97,22.7,1,0,0,1.9,55,FWD,4.5
621,Eliezer,Mayenda Dossou,1,0,13,211,1,13.1,46.4,45.0,2,46,10.3,2,0,0,1.2,55,FWD,2.4
622,Ahmed,Abdullahi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,FWD,0.0
623,Luís Hemir,Silva Semedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,FWD,0.0
624,Nazarii,Rusyn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
625,Granit,Xhaka,0,2,20,450,4,108.0,119.6,14.0,0,92,24.1,2,0,2,2.9,50,MID,4.0
626,Robin,Roefs,0,0,29,450,4,0.0,131.0,0.0,4,96,13.0,2,0,1,2.4,45,GK,6.4
627,Arthur,Masuaku,0,0,1,10,0,0.1,2.0,0.0,0,3,0.2,0,0,0,0.6,40,DEF,0.2
628,Omar,Alderete,0,1,22,397,4,22.0,133.8,42.0,1,76,19.8,1,0,0,2.0,40,DEF,5.5
629,Nordi,Mukiele,0,0,18,270,2,42.1,86.8,18.0,2,65,14.7,1,0,0,1.1,40,DEF,4.5
630,Lutsharel,Geertruida,0,0,2,15,0,0.0,7.0,0.0,0,8,0.7,0,0,0,0.0,45,DEF,0.4
631,Brian,Brobbey,0,0,1,21,0,0.1,1.0,0.0,0,4,0.1,0,0,0,0.1,55,FWD,0.2
632,Bertrand,Traoré,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
633,Guglielmo,Vicario,0,0,30,450,3,0.1,150.0,0.0,5,137,15.0,3,0,0,12.0,51,GK,5.9
634,Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
635,Antonín,Kinský,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,40,GK,0.0
636,Pedro,Porro Sauceda,0,0,22,428,3,140.3,97.4,19.0,0,100,25.8,3,0,1,24.2,56,DEF,3.9
637,Cristian,Romero,0,1,29,450,3,26.5,126.0,43.0,3,117,19.5,3,0,2,7.2,51,DEF,5.7
638,Kevin,Danso,0,0,2,11,0,0.8,6.2,0.0,0,7,0.7,0,0,0,0.2,43,DEF,0.5
639,Ben,Davies,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,DEF,0.0
640,Radu,Drăgușin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
641,Djed,Spence,0,0,19,341,1,31.8,41.8,26.0,0,68,9.9,3,0,2,2.4,45,DEF,4.2
642,Destiny,Udogie,0,0,3,128,2,29.2,21.4,28.0,0,16,7.9,0,0,0,0.5,44,DEF,0.7
643,Micky,van de Ven,1,0,28,439,3,17.1,106.8,39.0,2,108,16.3,3,0,1,33.6,47,DEF,6.0
644,Ashley,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
645,Takai,Kōta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
646,Luka,Vušković,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,DEF,0.0
647,Son,Heung-min,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,85,MID,0.0
648,Brennan,Johnson,2,0,20,237,1,44.8,87.0,50.0,2,67,18.3,2,0,1,6.7,70,MID,2.9
649,James,Maddison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,69,MID,0.0
650,Mohammed,Kudus,0,4,25,439,3,178.9,106.8,77.0,1,80,36.2,3,0,1,31.9,66,MID,3.8
651,Dejan,Kulusevski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64,MID,0.0
652,Mathys,Tel,0,0,5,97,0,3.4,5.4,9.0,0,9,1.8,1,0,0,0.1,63,MID,0.8
653,Rodrigo,Bentancur,0,0,8,259,3,45.3,34.2,10.0,0,52,9.0,1,0,0,0.1,54,MID,1.5
654,Lucas,Bergvall,1,1,20,286,2,34.2,86.4,81.0,0,69,20.2,2,0,0,0.6,54,MID,3.7
655,Yves,Bissouma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,53,MID,0.0
656,Wilson,Odobert,0,0,6,140,2,23.2,8.8,41.0,0,18,7.2,0,0,0,0.0,53,MID,1.1
657,Manor,Solomon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
658,Bryan,Gil Salvatierra,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
659,Archie,Gray,0,0,4,71,0,13.2,6.0,2.0,0,17,2.2,1,0,0,0.1,49,MID,0.8
660,Mikey,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
661,Pape Matar,Sarr,1,1,19,345,1,25.5,81.2,68.0,0,74,17.5,3,0,0,3.0,50,MID,3.8
662,Yang,Min-hyeok,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
663,Callum,Olusesi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
664,Dominic,Solanke-Mitchell,0,0,2,31,0,0.3,6.0,25.0,0,10,3.1,0,0,0,1.3,72,FWD,0.3
665,Richarlison,de Andrade,3,1,29,347,3,48.3,141.4,190.0,6,125,38.0,2,0,1,14.9,67,FWD,4.3
666,Will,Lankshear,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
667,Dane,Scarlett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,44,FWD,0.0
668,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,1,0,20,333,3,13.8,92.8,39.0,3,76,14.6,2,0,0,0.8,55,MID,3.6
669,Xavi,Simons,0,1,7,99,0,32.0,21.6,25.0,0,27,7.9,1,0,0,3.8,71,MID,1.0
670,Randal,Kolo Muani,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,70,FWD,0.0
671,Igor Julio,dos Santos de Paulo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,DEF,0.0
672,Alphonse,Areola,0,0,1,90,2,0.0,13.2,0.0,0,4,1.3,0,0,0,2.4,44,GK,0.2
673,Wes,Foderingham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,GK,0.0
674,Krisztián,Hegyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
675,El Hadji Malick,Diouf,0,3,18,450,13,102.9,125.6,37.0,1,50,26.6,1,0,1,4.2,44,DEF,4.1
