,name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
99,Lucas Estella Perri,GK,Leeds,1.8,0,0,24,1,2,0.0,0,665,0.0,0.0,0.0,0.55,10,0,0,1.1,11.2,2025-08-18T19:00:00Z,90,False,9,0,0,0,8,0,1,1,33149,1,0,0,1,0.0,6,0,0,0,45,True,0,1
100,Micky van de Ven,DEF,Spurs,2.4,0,0,27,1,5,1.0,6,575,0.01,0.6,0.59,0.94,6,0,0,2.7,11.6,2025-08-16T14:00:00Z,90,False,3,0,0,0,4,0,1,0,2650169,1,1,0,3,14.0,6,0,0,0,45,True,0,1
101,Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,0,0,0,0.0,0,32,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,45391,0,0,0,0,0.0,0,0,0,0,50,True,0,1
102,Borna Sosa,DEF,Crystal Palace,2.1,0,0,0,0,0,0.0,0,259,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,12789,0,0,0,0,0.0,0,0,0,0,50,False,0,1
103,Luís Hemir Silva Semedo,FWD,Sunderland,0.5,0,0,0,0,0,0.0,0,563,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,17649,0,0,0,3,0.0,0,0,0,0,45,True,0,1
104,Nikola Milenković,DEF,Nott'm Forest,3.3,0,0,5,0,7,0.5,8,505,0.0,0.0,0.0,1.5,4,1,0,1.8,17.2,2025-08-17T13:00:00Z,90,False,5,0,0,0,2,0,1,0,1001005,1,1,1,3,0.0,2,0,0,0,55,True,0,1
105,Brayden Clarke,DEF,Arsenal,1.5,0,0,0,0,0,0.0,0,13,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,51990,0,0,1,0,0.0,0,0,0,0,40,False,0,1
106,Sam Greenwood,MID,Leeds,1.0,0,0,0,0,0,0.0,0,355,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,9,0,0,0,0,0,1,0,9774,0,0,0,1,0.0,0,0,0,0,50,True,0,1
107,Guglielmo Vicario,GK,Spurs,3.6,0,2,36,1,1,0.0,0,565,0.0,0.0,0.0,0.94,6,0,0,3.0,30.0,2025-08-16T14:00:00Z,90,False,3,0,0,0,7,0,1,4,394152,1,0,0,3,0.0,9,0,0,0,50,True,0,1
108,Max Weiß,GK,Burnley,1.8,0,0,0,0,0,0.0,0,183,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,16387,0,0,0,3,0.0,0,0,0,0,45,False,0,1
109,Mikel Merino Zazón,MID,Arsenal,2.6,0,0,2,0,1,0.0,1,22,0.0,0.0,0.0,0.49,9,0,0,0.1,1.2,2025-08-17T15:30:00Z,7,False,14,0,0,0,0,0,1,0,61676,0,0,1,0,0.0,1,0,0,0,60,False,0,1
110,İlkay Gündoğan,MID,Man City,2.7,0,0,0,0,0,0.0,0,420,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,20,0,0,0,0,0,1,0,20021,0,0,4,0,0.0,0,0,0,0,65,False,0,1
111,Willy Boly,DEF,Nott'm Forest,1.0,0,0,0,0,0,0.0,0,514,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,5,0,0,0,0,0,1,0,49986,0,0,1,3,0.0,0,0,0,0,40,True,0,1
112,Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,264,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,5924,0,0,0,0,0.0,0,0,0,0,40,False,0,1
113,Ismaïla Sarr,MID,Crystal Palace,1.7,0,0,16,1,4,15.5,7,267,0.01,0.01,0.0,1.6,8,0,0,2.6,10.0,2025-08-17T13:00:00Z,90,False,7,0,0,0,3,0,1,0,502135,1,0,0,0,0.0,3,0,0,0,65,False,0,1
114,Justin Devenny,MID,Crystal Palace,0.5,0,0,5,0,1,0.0,2,276,0.0,0.0,0.0,0.38,8,0,0,0.5,3.0,2025-08-17T13:00:00Z,6,False,7,0,0,0,0,0,1,0,190346,0,1,0,0,2.0,1,0,0,0,45,False,0,1
115,Igor Thiago Nascimento Rodrigues,FWD,Brentford,2.0,0,0,17,0,1,10.7,2,136,0.01,0.92,0.91,1.86,4,3,1,6.9,36.4,2025-08-17T13:00:00Z,90,False,16,0,0,0,0,0,1,0,80239,1,1,1,3,22.0,6,0,0,0,60,False,0,1
116,Aaron Wan-Bissaka,DEF,West Ham,2.4,0,0,9,0,2,24.7,3,610,0.07,0.07,0.0,0.68,5,3,0,5.1,17.8,2025-08-16T14:00:00Z,90,False,17,0,0,0,6,0,1,0,2496105,1,1,0,3,8.0,1,0,0,0,45,False,0,1
117,Nathan Fraser,FWD,Wolves,0.5,0,0,0,0,0,0.0,0,658,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,13,0,0,0,0,0,1,0,221318,0,0,4,0,0.0,0,0,0,0,45,True,0,1
118,Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,70,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,12585,0,0,2,4,0.0,0,0,0,0,40,False,0,1
119,Hwang Hee-chan,MID,Wolves,1.6,0,0,3,0,0,10.3,1,642,0.02,0.02,0.0,0.19,7,0,0,1.3,3.0,2025-08-16T16:30:00Z,8,False,13,0,0,0,0,0,1,0,15472,0,1,4,0,0.0,1,0,0,0,60,True,0,1
120,Eric da Silva Moreira,MID,Nott'm Forest,1.0,0,0,0,0,0,0.0,0,523,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,5,0,0,0,0,0,1,0,16761,0,0,1,3,0.0,0,0,0,0,45,True,0,1
121,Diego León Blanco,DEF,Man Utd,1.4,0,0,0,0,0,0.0,0,439,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,1,0,0,0,0,0,1,0,6995,0,0,1,0,0.0,0,0,0,0,45,True,0,1
122,Daniel Bentley,GK,Wolves,0.5,0,0,0,0,0,0.0,0,629,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,13,0,0,0,0,0,1,0,76163,0,0,4,0,0.0,0,0,0,0,40,True,0,1
123,Alex Cairns,GK,Leeds,0.5,0,0,0,0,0,0.0,0,340,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,9,0,0,0,0,0,1,0,19764,0,0,0,1,0.0,0,0,0,0,40,True,0,1
124,Fábio Soares Silva,FWD,Wolves,0.9,0,0,0,0,0,0.0,0,655,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,13,0,0,0,0,0,1,0,54084,0,0,4,0,0.0,0,0,0,0,50,True,0,1
125,Yankuba Minteh,MID,Brighton,2.1,0,0,7,1,1,2.9,4,160,0.02,0.11,0.09,0.52,3,0,0,1.5,0.4,2025-08-16T14:00:00Z,68,False,10,0,0,0,3,0,1,0,122796,1,0,1,1,12.0,3,0,0,0,60,True,0,1
126,Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0,0.0,0,35,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,2325,0,0,0,0,0.0,0,0,0,0,40,True,0,1
127,Pedro Cardoso de Lima,DEF,Wolves,0.5,0,0,0,0,0,0.0,0,640,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,13,0,0,0,0,0,1,0,107124,0,0,4,0,0.0,0,0,0,0,40,True,0,1
128,Diego Coppola,DEF,Brighton,1.9,0,0,0,0,0,0.0,0,144,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,7225,0,0,1,1,0.0,0,0,0,0,45,True,0,1
129,Evann Guessand,MID,Aston Villa,1.7,0,0,0,0,0,0.0,0,677,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,7079,0,0,0,0,0.0,0,0,0,0,65,True,0,1
130,Walter Benítez,GK,Crystal Palace,0.5,0,0,0,0,0,0.0,0,254,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,38826,0,0,0,0,0.0,0,0,0,0,40,False,0,1
131,Joe Rodon,DEF,Leeds,0.5,0,1,26,1,7,0.6,7,348,0.0,0.0,0.0,0.55,10,0,0,1.5,14.4,2025-08-18T19:00:00Z,90,False,9,0,0,0,2,0,1,0,220693,1,0,0,1,0.0,7,0,0,0,40,True,0,1
132,Rio Cardines,MID,Crystal Palace,0.5,0,0,0,0,0,0.0,0,690,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,45,False,0,1
133,Wes Foderingham,GK,West Ham,1.5,0,0,0,0,0,0.0,0,601,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,17,0,0,0,0,0,1,0,57997,0,0,0,3,0.0,0,0,0,0,40,False,0,1
134,Chemsdine Talbi,MID,Sunderland,1.0,1,0,17,1,0,18.4,2,553,0.01,0.01,0.0,0.53,5,0,0,4.1,20.8,2025-08-16T14:00:00Z,90,False,19,0,0,0,1,0,1,0,12617,1,1,0,3,2.0,6,0,0,0,50,True,0,1
135,David Møller Wolfe,DEF,Wolves,1.4,0,0,-4,0,3,0.8,4,682,0.0,0.0,0.0,2.22,7,3,0,1.0,7.2,2025-08-16T16:30:00Z,71,False,13,0,0,0,2,0,1,0,7272,1,1,4,0,2.0,1,0,0,0,45,True,0,1
136,Anthony Elanga,MID,Newcastle,2.8,0,0,10,1,0,29.8,3,486,0.06,0.63,0.57,0.17,2,0,0,6.5,8.6,2025-08-16T11:30:00Z,77,False,2,0,0,0,3,0,1,0,813368,1,0,0,0,27.0,3,0,0,0,70,False,0,1
137,Bafodé Diakité,DEF,Bournemouth,0.9,0,0,2,0,7,0.2,9,685,0.0,0.0,0.0,2.21,1,4,0,1.5,14.8,2025-08-15T19:00:00Z,90,False,12,0,0,0,8,0,1,0,10051,1,2,2,4,0.0,0,0,0,0,45,False,0,1
138,Mads Hermansen,GK,West Ham,2.8,0,0,3,0,2,0.0,0,679,0.01,0.01,0.0,0.68,5,3,0,2.1,21.0,2025-08-16T14:00:00Z,90,False,17,0,0,0,6,0,1,2,31787,1,0,0,3,0.0,1,0,0,0,45,False,0,1
139,Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,262,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,848,0,0,0,0,0.0,0,0,0,0,40,False,0,1
140,Declan Rice,MID,Arsenal,2.7,1,0,14,1,1,1.3,4,21,0.01,0.14,0.13,1.04,9,0,0,1.2,2.6,2025-08-17T15:30:00Z,82,False,14,0,0,0,3,0,1,0,728172,1,0,1,0,8.0,6,0,0,0,65,False,0,1
141,Tom Heaton,GK,Man Utd,0.5,0,0,0,0,0,0.0,0,434,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,1,0,0,0,0,0,1,0,30304,0,0,1,0,0.0,0,0,0,0,40,True,0,1
142,Liam Delap,FWD,Chelsea,2.7,0,0,4,0,1,1.3,2,250,0.01,0.06,0.05,0.05,8,0,0,2.6,5.4,2025-08-17T13:00:00Z,17,False,8,0,0,0,1,0,1,0,394977,0,0,0,0,19.0,1,0,0,0,65,True,0,1
143,Reiss Nelson,MID,Arsenal,2.0,0,0,0,0,0,0.0,0,27,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,14,0,0,0,0,0,1,0,12084,0,0,1,0,0.0,0,0,0,0,50,False,0,1
144,Bryan Gil Salvatierra,MID,Spurs,2.0,0,0,0,0,0,0.0,0,590,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,4754,0,0,0,3,0.0,0,0,0,0,50,True,0,1
145,Edson Álvarez Velázquez,MID,West Ham,2.0,0,0,0,0,0,0.0,0,616,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,17,0,0,0,0,0,1,0,16761,0,0,0,3,0.0,0,0,0,0,50,False,0,1
146,Jhon Arias,MID,Wolves,1.5,0,0,2,0,1,12.0,3,663,0.02,0.02,0.0,0.24,7,1,0,1.6,2.2,2025-08-16T16:30:00Z,17,False,13,0,0,0,2,0,1,0,71620,0,0,4,0,2.0,1,0,0,0,55,True,0,1
147,Václav Hladký,GK,Burnley,0.5,0,0,0,0,0,0.0,0,185,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,19982,0,0,0,3,0.0,0,0,0,0,40,False,0,1
148,Eberechi Eze,MID,Crystal Palace,2.0,0,0,10,1,1,2.6,7,266,0.0,0.24,0.24,1.22,8,0,0,3.6,7.2,2025-08-17T13:00:00Z,83,False,7,0,0,0,5,0,1,0,992634,1,1,0,0,26.0,3,0,0,0,75,False,0,1
149,Marc Guiu Paz,FWD,Sunderland,0.5,0,0,0,0,0,0.0,0,252,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,1988465,0,0,0,3,0.0,0,0,0,0,45,True,0,1
150,Ryan Gravenberch,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,390,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,9545,0,0,2,4,0.0,0,0,0,0,55,True,0,1
151,Jean-Clair Todibo,DEF,West Ham,2.4,0,0,9,0,5,3.1,8,609,0.01,0.01,0.0,0.64,5,2,0,2.3,19.8,2025-08-16T14:00:00Z,81,False,17,0,0,0,2,0,1,0,12815,1,3,0,3,0.0,1,0,0,0,45,False,0,1
152,Alex Murphy,DEF,Newcastle,1.5,0,0,0,0,0,0.0,0,481,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,77262,0,0,0,0,0.0,0,0,0,0,40,False,0,1
153,Tyler Fredricson,DEF,Man Utd,0.5,0,0,0,0,0,0.0,0,446,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,1,0,0,0,0,0,1,0,9718,0,0,1,0,0.0,0,0,0,0,40,True,0,1
154,James Maddison,MID,Spurs,0.0,0,0,0,0,0,0.0,0,581,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,3,0,0,0,0,0,1,0,35018,0,0,0,3,0.0,0,0,0,0,70,True,0,1
155,Dennis Cirkin,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,535,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,3057,0,0,0,3,0.0,0,0,0,0,40,True,0,1
156,Jayden Bogle,DEF,Leeds,1.1,0,0,20,1,3,1.2,5,342,0.01,0.02,0.01,0.55,10,0,0,1.7,13.4,2025-08-18T19:00:00Z,90,False,9,0,0,0,3,0,1,0,20368,1,2,0,1,2.0,6,0,0,0,45,True,0,1
157,Sean Neave,FWD,Newcastle,1.5,0,0,0,0,0,0.0,0,501,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,21580,0,0,0,0,0.0,0,0,0,0,45,False,0,1
158,Facundo Buonanotte,MID,Brighton,1.5,0,0,0,0,0,0.0,0,168,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,20776,0,0,1,1,0.0,0,0,0,0,50,True,0,1
159,Chris Rigg,MID,Sunderland,1.0,0,0,3,0,0,0.0,0,551,0.0,0.0,0.0,0.03,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,1,False,19,0,0,0,0,0,1,0,6137,0,0,0,3,0.0,1,0,0,0,50,True,0,1
160,Chris Mepham,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,79,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,18559,0,0,2,4,0.0,0,0,0,0,40,False,0,1
161,Mark Travers,GK,Everton,2.8,0,0,0,0,0,0.0,0,288,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,14759,0,0,0,1,0.0,0,0,0,0,45,False,0,1
162,Jean-Ricner Bellegarde,MID,Wolves,1.5,0,0,5,0,1,17.7,3,644,0.03,0.05,0.02,2.22,7,3,0,2.7,4.6,2025-08-16T16:30:00Z,72,False,13,0,0,0,0,0,1,0,8829,1,2,4,0,5.0,2,0,0,0,55,True,0,1
163,Isaac Schmidt,DEF,Leeds,0.5,0,0,0,0,0,0.0,0,349,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,9,0,0,0,0,0,1,0,18239,0,0,0,1,0.0,0,0,0,0,40,True,0,1
164,Mohammed Kudus,MID,Spurs,2.7,2,1,35,1,0,74.0,4,582,0.58,0.64,0.06,0.94,6,0,0,13.0,45.4,2025-08-16T14:00:00Z,84,False,3,0,0,0,3,0,1,0,2398659,1,1,0,3,11.0,10,0,0,0,65,True,0,1
165,Leon Bailey,MID,Aston Villa,1.5,0,0,0,0,0,0.0,0,49,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,48742,0,0,0,0,0.0,0,0,0,0,55,True,0,1
166,Tyrick Mitchell,DEF,Crystal Palace,2.1,0,1,31,1,6,0.3,11,258,0.0,0.0,0.0,1.6,8,0,0,2.6,26.0,2025-08-17T13:00:00Z,90,False,7,0,0,0,5,0,1,0,116282,1,5,0,0,0.0,9,0,0,0,50,False,0,1
167,Samuel Iling-Junior,MID,Aston Villa,1.5,0,0,0,0,0,0.0,0,51,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,2605,0,0,0,0,0.0,0,0,0,0,55,True,0,1
168,Abdukodir Khusanov,DEF,Man City,3.8,0,0,7,0,0,0.0,1,406,0.0,0.0,0.0,0.08,7,0,0,0.4,3.6,2025-08-16T16:30:00Z,8,False,20,0,0,0,0,0,1,0,33910,0,1,4,0,0.0,1,0,0,0,55,False,0,1
169,Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,2.7,0,0,0,0,0,0.0,0,421,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,2025-08-16T16:30:00Z,0,False,20,0,0,0,0,0,1,0,52781,0,0,4,0,0.0,0,0,0,0,65,False,0,1
170,Abdoullah Ba,MID,Sunderland,0.5,0,0,0,0,0,0.0,0,554,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,26616,0,0,0,3,0.0,0,0,0,0,45,True,0,1
171,Illia Zabarnyi,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,71,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,11034,0,0,2,4,0.0,0,0,0,0,50,False,0,1
172,Trai Hume,DEF,Sunderland,1.4,0,0,27,1,4,15.8,6,532,0.09,0.09,0.0,0.56,5,0,0,3.3,15.2,2025-08-16T14:00:00Z,90,False,19,0,0,0,3,0,1,0,18175,1,2,0,3,2.0,6,0,0,0,45,True,0,1
173,Lewis Miley,MID,Newcastle,1.5,0,0,4,0,0,11.0,1,497,0.01,0.01,0.0,0.03,2,0,0,1.6,2.6,2025-08-16T11:30:00Z,7,False,2,0,0,0,1,0,1,0,260133,0,0,0,0,2.0,1,0,0,0,45,False,0,1
174,Hákon Rafn Valdimarsson,GK,Brentford,1.0,0,0,0,0,0,0.0,0,105,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,16,0,0,0,0,0,1,0,101164,0,0,1,3,0.0,0,0,0,0,40,False,0,1
175,Matai Akinmboni,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,75,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,12,0,0,0,0,0,1,0,28980,0,0,2,4,0.0,0,0,0,0,40,False,0,1
176,Callum Bates,MID,Everton,1.5,0,0,0,0,0,0.0,0,306,0.0,0.0,0.0,0.0,10,0,0,0.0,0.0,2025-08-18T19:00:00Z,0,False,11,0,0,0,0,0,1,0,8013,0,0,0,1,0.0,0,0,0,0,45,False,0,1
177,Dan Ndoye,MID,Nott'm Forest,2.1,0,2,29,0,0,0.8,3,669,0.01,0.11,0.1,1.5,4,1,1,6.0,32.2,2025-08-17T13:00:00Z,78,False,5,0,0,0,3,0,1,0,27774,1,0,1,3,27.0,9,0,0,0,60,True,0,1
178,Jack Fletcher,MID,Man Utd,0.5,0,0,0,0,0,0.0,0,462,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,2025-08-17T15:30:00Z,0,False,1,0,0,0,0,0,1,0,3449,0,0,1,0,0.0,0,0,0,0,45,True,0,1
179,Manuel Benson Hedilazio,MID,Burnley,1.5,0,0,0,0,0,0.0,0,201,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,2306,0,0,0,3,0.0,0,0,0,0,55,False,0,1
180,Ferdi Kadıoğlu,DEF,Brighton,1.9,0,0,-5,0,1,1.3,1,148,0.0,0.0,0.0,0.24,3,1,0,0.1,0.0,2025-08-16T14:00:00Z,21,False,10,0,0,0,0,0,1,0,19047,0,0,1,1,0.0,0,0,0,0,45,True,1,1
181,Stefan Bajčetić Maquieira,MID,Liverpool,2.0,0,0,0,0,0,0.0,0,393,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,2025-08-15T19:00:00Z,0,False,4,0,0,0,0,0,1,0,4817,0,0,2,4,0.0,0,0,0,0,45,True,0,1
182,Jack Hinshelwood,MID,Brighton,2.0,0,0,0,0,0,0.0,0,163,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,11289,0,0,1,1,0.0,0,0,0,0,55,True,0,1
183,Wilson Odobert,MID,Spurs,2.5,0,0,4,0,0,10.5,1,588,0.01,0.01,0.0,0.0,6,0,0,1.3,2.2,2025-08-16T14:00:00Z,10,False,3,0,0,0,1,0,1,0,3524,0,0,0,3,0.0,1,0,0,0,55,True,0,1
184,Jacob Ramsey,MID,Aston Villa,2.5,0,0,0,0,0,0.0,0,52,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,15,0,0,0,0,0,1,0,60119,0,0,0,0,0.0,0,0,0,0,55,True,0,1
185,Jair Paula da Cunha Filho,DEF,Nott'm Forest,1.9,0,0,0,0,0,0.0,0,510,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,5,0,0,0,0,0,1,0,7673,0,0,1,3,0.0,0,0,0,0,45,True,0,1
186,Lucas Pires Silva,DEF,Burnley,0.5,0,0,0,0,0,0.0,0,195,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,18,0,0,0,0,0,1,0,14801,0,0,0,3,0.0,0,0,0,0,40,False,0,1
187,Kieran Trippier,DEF,Newcastle,3.1,0,0,26,1,4,22.5,4,478,0.06,0.06,0.0,0.2,2,0,0,3.2,9.8,2025-08-16T11:30:00Z,90,False,2,0,0,0,4,0,1,0,179895,1,0,0,0,0.0,6,0,0,0,50,False,0,1
188,Jenson Seelt,DEF,Sunderland,0.5,0,0,6,0,4,0.6,6,542,0.0,0.0,0.0,0.33,5,0,0,1.6,15.2,2025-08-16T14:00:00Z,52,False,19,0,0,0,4,0,1,0,27741,1,2,0,3,0.0,1,0,0,0,40,True,0,1
189,Hugo Bueno López,DEF,Wolves,1.4,0,0,0,0,1,11.1,1,633,0.01,0.01,0.0,0.24,7,1,0,2.2,4.4,2025-08-16T16:30:00Z,18,False,13,0,0,0,2,0,1,0,7781,0,0,4,0,6.0,1,0,0,0,45,True,0,1
190,Alisson Becker,GK,Liverpool,5.0,0,0,8,0,2,0.0,0,366,0.01,0.01,0.0,1.7,1,2,0,1.4,13.6,2025-08-15T19:00:00Z,90,False,4,0,0,0,7,0,1,1,1083053,1,0,2,4,0.0,1,0,0,0,55,True,0,1
191,Evan Ferguson,FWD,Brighton,0.0,0,0,0,0,0,0.0,0,179,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,10,0,0,0,0,0,1,0,2506,0,0,1,1,0.0,0,0,0,0,55,True,0,1
192,John Stones,DEF,Man City,3.8,0,0,28,1,2,2.2,2,409,0.01,0.01,0.0,0.47,7,0,0,1.7,14.4,2025-08-16T16:30:00Z,81,False,20,0,0,0,4,0,1,0,58549,1,0,4,0,0.0,6,0,0,0,55,False,0,1
193,Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,265,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,2025-08-17T13:00:00Z,0,False,7,0,0,0,0,0,1,0,2907,0,0,0,0,0.0,0,0,0,0,40,False,0,1
194,Jamaal Lascelles,DEF,Newcastle,2.4,0,0,0,0,0,0.0,0,480,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2025-08-16T11:30:00Z,0,False,2,0,0,0,0,0,1,0,8009,0,0,0,0,0.0,0,0,0,0,45,False,0,1
195,Ahmed Abdullahi,FWD,Sunderland,0.5,0,0,0,0,0,0.0,0,562,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,2025-08-16T14:00:00Z,0,False,19,0,0,0,0,0,1,0,56286,0,0,0,3,0.0,0,0,0,0,45,True,0,1
196,Marshall Munetsi,MID,Wolves,1.5,0,0,10,0,0,6.5,6,648,0.02,0.07,0.05,2.47,7,4,0,2.2,8.4,2025-08-16T16:30:00Z,90,False,13,0,0,0,4,0,1,0,3983,1,2,4,0,7.0,2,0,0,0,55,True,0,1
